"web_scraper_order","web_scraper_start_url","title","lieu","type","asso","date_mission","dispo"
"1615904104-1501","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=304&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Conseiller  de réparation / aide administratif","Lieu : DINAN (22100)","Type :  Chantiers environnement, patrimoine, humanitaire","Association :  Répar'Toi-même","Date : Tout le temps","Disponibilité demandée :  ½ journée par mois"
"1615904253-2114","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=253&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Enseignement","Lieu : PUTEAUX (92800)","Type :  Enseignement. Formation.","Association :  Association Main Tendue pour l'Intégration à Puteaux","Date : Tout le temps","Disponibilité demandée :  Une séance une fois par semaine soit le lundi, soit le mardi, soit le jeudi de 17h30 à 19H00"
"1615904311-2382","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=231&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animateur (trice) de Formation","Lieu : VANDOEUVRE LES NANCY (54500)","Type :  Enseignement. Formation.","Association :  Les Restaurants du Cœur de Meurthe-et-Moselle","Date : Tout le temps","Disponibilité demandée :  1 à 2 jours par mois"
"1615904791-4239","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=76&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animation socio-culturelle - Enfants - Argenteuil","Lieu : ARGENTEUIL (95100)","Type :  Animation culturelle","Association :  Le Valdocco Argenteuil","Date : Tout le temps","Disponibilité demandée :  - Une ou deux heures par semaine."
"1615904936-4627","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=44&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement de familles de personnes handicapées au cinéma - Argenteuil","Lieu : ARGENTEUIL (95100)","Type :  Aide au déplacement","Association :  Odapei 95","Date : Tout le temps","Disponibilité demandée :  - Un samedi après-midi tous les 2 mois."
"1615904550-3247","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=159&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement de déficients visuels 49","Lieu : MAINE-ET-LOIRE (49)","Type :  Aide au déplacement","Association :  Les Auxiliaires des Aveugles","Date : Tout le temps","Disponibilité demandée :  quelques heures par semaine"
"1615905090-5075","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=7&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animation d’un réseau d’associations locales - départements 37+41+45","Lieu : TOURS (37000)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Dons Solidaires","Date : Tout le temps","Disponibilité demandée :   miminum une journée par semaine."
"1615904012-1115","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=337&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Direction ou animation ou gestion d'association locale - Vexin","Lieu : VAL-D'OISE (95)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  FDFR 95 - Fédération Départementale des Foyers Ruraux du Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904545-3226","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=161&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accueillant-rédacteur - Association de consommateurs - Val d'Oise","Lieu : VAL-D'OISE (95)","Type :  Conseil, Défense des droits","Association :  UFC - Que Choisir Argenteuil-Cergy","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904444-2825","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=194&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","AFM-Téléthon - Responsable Pôle Formation - Région Nord/Est","Lieu : VOSGES (88)","Type :  Enseignement. Formation.","Association :  Association Française contre les Myopathies - Siège","Date : Tout le temps","Disponibilité demandée :  2 à 3 jours par semaine environ"
"1615904279-2250","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=242&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Pratique du français à la Maison Christophe Mérieux","Lieu : LYON 69007 (69007)","Type :  Alphabétisation. Français Langue Etrangère.","Association :  Habitat et Humanisme - Rhône","Date : Tout le temps","Disponibilité demandée :  1 fois par semaine"
"1615903794-392","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=397&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Initiation et perfectionnement à l'informatique","Lieu : PARIS 11 (75011)","Type :  Informatique. Web","Association :  AGECA","Date : Tout le temps","Disponibilité demandée :  quelques heures"
"1615905090-5070","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=7&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Collecte de déchets au marché de la Petite-Hollande à Nantes","Lieu : NANTES (44000)","Type :  Opération de sensibilisation","Association :  Mouvement citoyen déchets marché Petite-Hollande _ Nantes","Date : du 15/03/2021 au 31/05/2021","Disponibilité demandée :  1h30 / 2h"
"1615904618-3559","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=133&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement à la scolarité - Niveaux primaire ou collège - Taverny","Lieu : TAVERNY (95150)","Type :  Accompagnement scolaire","Association :  Maison des Habitants Joséphine Baker","Date : Tout le temps","Disponibilité demandée :  - Minimum 2 séances par semaine, de 16h30 à 18h30."
"1615903996-1061","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=341&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement en soins palliatifs-Présence,écoute à l'hôpital","Lieu : SEINE-SAINT-DENIS (93)","Type :  Visites en établissement","Association :  Association pour le développement des soins palliatifs","Date : Tout le temps","Disponibilité demandée :  1 demi-journée"
"1615904990-4785","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=31&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable de la communication","Lieu : PARIS (toute la ville) (75000)","Type :  Communication","Association :  INSPIREO ","Date : Tout le temps","Disponibilité demandée :  2 jours / semaine répartis selon disponibilité"
"1615904365-2539","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=218&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Parrainez un jeune dans ses études à Rouen","Lieu : ROUEN 76100 (76100)","Type :  Accompagnement scolaire","Association :  PROXITÉ","Date : Tout le temps","Disponibilité demandée :  Disponibilité en soirée (1h30 à 2h par semaine) sur les créneaux suivants : 17h30-20h30"
"1615904290-2306","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=237&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Recherche de fonds","Lieu : LYON 69003 (69)","Type :  Gestion financière et comptable","Association :  Association départementale d'entraide des personnes accueillies en protection de l'enfance du Rhône","Date : Tout le temps","Disponibilité demandée :  quelques heures dans l'année"
"1615903851-591","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=380&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accueil et tri de vêtements, jouets","Lieu : ARRAS (62000)","Type :  Distribution d'aliments, vêtements...","Association :  Croix-Rouge Française - Délégation Territoriale du Pas-de-Calais","Date : Tout le temps","Disponibilité demandée :  1 demi journée (ou 2)"
"1615904971-4718","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=36&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","44 - Aidez un.e jeune vulnérable à révéler son potentiel en favorisant son insertion socio-pro !","Lieu :  (44000)","Type :  Aide à l'insertion / Parrainages","Association :  Parrains Par Mille","Date : Tout le temps","Disponibilité demandée :  4 à 6 heures par mois environ"
"1615904104-1507","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=304&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Photoreporter en accessibilité","Lieu : NIMES 30900 (30900)","Type :  Opération de sensibilisation","Association :  APF France handicap - Délégation du Gard","Date : Tout le temps","Disponibilité demandée :  1 à 2 demi-journées par semaine"
"1615904071-1350","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=317&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animer des ateliers informatiques à la maison d'arrêt de Nanterre","Lieu : NANTERRE (92000)","Type :  Enseignement. Formation.","Association :  Club Informatique Pénitentiaire","Date : Tout le temps","Disponibilité demandée :  une demi journée par semaine"
"1615904228-2002","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=263&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Trésorier  au sein d'une de nos Unité Locale","Lieu : GARD (30)","Type :  Gestion financière et comptable","Association :  Croix Rouge Française -  Délégation Territoriale du Gard","Date : du 15/10/2020 au 31/12/2022","Disponibilité demandée :  A convenir"
"1615904604-3490","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=139&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Relations avec les points de collecte et les apporteurs de bouchons - Secteur d'Argenteuil","Lieu : VAL-D'OISE (95)","Type :  Opération de sensibilisation","Association :  UBUE Argenteuil","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904009-1103","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=338&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement scolaire à Rueil-Malmaison (Plaine Gare)","Lieu : RUEIL MALMAISON (92500)","Type :  Accompagnement scolaire","Association :  Solidarités Migrants Rueil","Date : Tout le temps","Disponibilité demandée :  quelques heures par semaine"
"1615903834-509","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=387&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Ingénieur méthode - Mettez votre expérience au service des jeunes !","Lieu : Partout en France ","Type :  Aide à l'insertion / Parrainages","Association :  JobIRL ","Date : Tout le temps","Disponibilité demandée :  Quelques heures"
"1615905069-5002","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=13&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chantier de bénévoles - restauration des remparts de Dun-sur-Meuse","Lieu : DUN SUR MEUSE (55110)","Type :  Chantiers environnement, patrimoine, humanitaire","Association :  Association Chantiers Histoire et Architecture Médiévales","Date : du 09/08/2021 au 26/08/2021","Disponibilité demandée :  Du lundi au dimanche, en pension complète"
"1615904745-4026","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=94&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable de la communication et des réseaux sociaux","Lieu : ST GERMAIN EN LAYE (78100)","Type :  Communication","Association :  Renaissance Sri Lanka","Date : Tout le temps","Disponibilité demandée :  4 heures par semaine"
"1615905083-5038","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=10&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Tutorat linguistique","Lieu : PARIS 75014 (75014)","Type :  Alphabétisation. Français Langue Etrangère.","Association :  ABAJAD","Date : du 17/03/2021 au 11/05/2021","Disponibilité demandée :  Tous les mercredis de 10h30 à 12h30"
"1615904258-2147","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=251&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Participation à la gestion des stocks de bouchons - Argenteuil","Lieu : ARGENTEUIL (95100)","Type :  Collecte (argent, aliments...)","Association :  UBUE Argenteuil","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904243-2066","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=257&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animateur de jeu","Lieu : GAP (05000)","Type :  Opération de sensibilisation","Association :  Association Prévention Routière - Région P.A.C.A./Corse","Date : Tout le temps","Disponibilité demandée :  une demi-journée pour chaque intervention, à planifier avec le responsable de votre comité"
"1615904742-4010","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=95&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Parrainer un(une) jeune vers la réussite professionnelle - Agglo de Cergy-Pontoise","Lieu : VAL-D'OISE (95)","Type :  Enseignement. Formation.","Association :  AVEC - Mission Locale de Cergy-Pontoise","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par mois"
"1615904276-2236","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=243&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement Santé","Lieu : LYON 69007 (69007)","Type :  Secourisme. Santé. Soins","Association :  Habitat et Humanisme - Rhône","Date : Tout le temps","Disponibilité demandée :  Une demi-journée par semaine"
"1615904444-2826","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=194&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","AFM-Téléthon - Responsable Pôle Formation - Région Nord/Est","Lieu : MOSELLE (57)","Type :  Enseignement. Formation.","Association :  Association Française contre les Myopathies - Siège","Date : Tout le temps","Disponibilité demandée :  2 à 3 jours par semaine environ"
"1615904990-4779","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=31&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Devenez animateur.trice RH à Strasbourg pour accompagner des personnes réfugiées !","Lieu : STRASBOURG (67000)","Type :  Aide à l'insertion / Parrainages","Association :  Kodiko","Date : Tout le temps","Disponibilité demandée :  Un atelier d'1 journée et un atelier d'une 1/2 journée"
"1615904319-2394","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=230&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Communication : Equipe Mantes la Jolie","Lieu : MANTES LA JOLIE (78200)","Type :  Communication","Association :  Petits Frères des Pauvres - Banlieues Île-de-France","Date : Tout le temps","Disponibilité demandée :  3h par mois"
